strategy,model,bench,dataset,task,calls_count_after_dedup,duration_s_total,prompt_tokens_total,completion_tokens_total
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_linear_search2_4,1,14.619708776473999,2427,564
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condn_1,1,14.99734878540039,2967,613
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms1_0,6,53.90067100524902,14653,5769
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_binary_search_2,1,13.840551376342773,2743,537
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms4_4,49,577.6328029632568,417298,56208
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_798_2,59,578.2061626911163,237634,60646
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_concat_strong_1,1,18.392375946044922,2941,578
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res1_2,45,698.03617811203,628087,70311
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina1_0,9,114.45855760574341,46796,9610
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_624_0,1,23.82747769355774,3717,841
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina4_4,54,653.336578130722,271451,71583
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_concat_strong_3,8,78.25696778297424,30407,5848
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_798_0,48,488.42998218536377,257335,48694
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms1_2,10,197.95964217185974,36169,7271
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condn_3,14,152.7795751094818,50904,13159
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s32if_2,10,280.85699129104614,46126,9565
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_product_strong_0,2,30.903939962387085,6649,1355
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina5_1,15,223.3737280368805,87339,22302
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s2lif_0,55,573.532210111618,216297,63995
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_477_3,8,90.70705199241638,42263,7049
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_769_0,51,790.8306913375854,268707,86098
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_399_3,3,67.39862942695618,7794,2265
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs1_3,10,118.23117589950562,35423,7915
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_230_4,1,13.828960418701172,3080,648
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_cal_div_4,6,55.13642454147339,14895,4687
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs1_2,32,417.1724786758423,177445,35353
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_769_1,10,316.34120774269104,57297,10662
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms5_2,50,598.8454930782318,288196,57521
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s2if_2,53,472.68833923339844,225020,50573
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_sum_strong_4,1,32.809218645095825,2907,515
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s2lif_1,10,287.99120807647705,50010,9183
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina5_0,47,564.2354869842529,327450,65423
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_113_4,1,28.690991401672363,2940,628
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_product_strong_1,8,82.25562977790833,23716,6273
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_477_2,6,67.20489358901978,26837,5447
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_741_4,8,95.14418745040894,29057,6208
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_binary_search_1,8,111.03000116348267,29999,6486
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_798_1,45,425.5633075237274,174471,46766
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs5_3,28,370.91230750083923,92225,34104
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_concat_strong_2,7,110.1621880531311,21580,7613
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s32if_3,51,530.5502390861511,224339,60767
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condn_2,14,160.6493890285492,52619,16824
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms1_3,45,478.49531722068787,193495,48495
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_624_1,1,23.07199215888977,3258,697
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res1_3,48,442.7505280971527,197008,55161
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condg_4,34,363.7438659667969,140118,37085
exverus,4o,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_copy_strong_4,1,8.073559761047363,2209,550
exverus,4o,obfs,dafnybench,additional_dafnybench_program_467_main,1,9.434402704238892,2164,417
exverus,4o,obfs,dafnybench,additional_dafnybench_program_478_main_func,1,5.897124767303467,2025,478
exverus,4o,obfs,dafnybench,additional_dafnybench_program_548_main,1,6.231549501419067,1988,481
exverus,4o,obfs,dafnybench,additional_dafnybench_program_167_maximum,1,15.445060968399048,2573,653
exverus,4o,obfs,dafnybench,additional_dafnybench_program_402_ninety_one,1,22.30095887184143,3157,818
exverus,4o,obfs,dafnybench,additional_dafnybench_program_122_lucid_numbers,12,187.73122596740723,32228,7467
exverus,4o,obfs,dafnybench,additional_dafnybench_program_422_count_less_than,1,4.7605204582214355,1912,397
exverus,4o,obfs,dafnybench,additional_dafnybench_program_504_fib,1,13.754157304763794,2441,564
exverus,4o,obfs,dafnybench,additional_dafnybench_program_313_main,10,95.52885222434998,21960,4961
exverus,4o,obfs,dafnybench,additional_dafnybench_program_180_main_func,1,13.497758150100708,2097,491
exverus,4o,obfs,dafnybench,additional_dafnybench_program_261_add_by_inc,1,9.226204633712769,1879,454
exverus,4o,obfs,dafnybench,additional_dafnybench_program_444_linear_search,1,7.858857154846191,1963,435
exverus,4o,obfs,dafnybench,additional_dafnybench_program_577_sorted,58,560.0377757549286,319745,66104
exverus,4o,obfs,dafnybench,additional_dafnybench_program_293_eval,1,5.324218034744263,2101,398
exverus,4o,obfs,dafnybench,additional_dafnybench_program_501_sum_of_digits,1,5.2387871742248535,2110,484
exverus,4o,obfs,dafnybench,additional_dafnybench_program_183_lucid_numbers,19,200.07603931427002,48277,20026
exverus,4o,obfs,dafnybench,additional_dafnybench_program_464_add_by_one,1,4.670828580856323,2101,413
exverus,4o,obfs,dafnybench,additional_dafnybench_program_561_num_page_elements,1,12.114413976669312,2522,522
exverus,4o,obfs,dafnybench,additional_dafnybench_program_298_add_by_inc,1,18.5059072971344,2485,562
exverus,4o,obfs,dafnybench,additional_dafnybench_program_385_add_by_one,1,22.493714332580566,2289,636
exverus,4o,obfs,dafnybench,additional_dafnybench_program_392_lucid_numbers,31,321.7352304458618,88209,30512
exverus,4o,obfs,dafnybench,additional_dafnybench_program_303_sorted,1,19.96367859840393,3996,879
exverus,4o,obfs,dafnybench,additional_dafnybench_program_140_add_by_one,1,4.9445672035217285,1883,412
exverus,4o,obfs,dafnybench,additional_dafnybench_program_088_add_by_one,1,6.7417473793029785,2047,512
exverus,4o,obfs,dafnybench,additional_dafnybench_program_277_compute_fusc,31,334.2522430419922,133228,29396
exverus,4o,obfs,dafnybench,additional_dafnybench_program_028_sum_of_digits,10,115.35377597808838,23293,5559
exverus,4o,obfs,dafnybench,additional_dafnybench_program_123_set_to_seq,1,4.120544672012329,1970,398
exverus,4o,obfs,dafnybench,additional_dafnybench_program_322_main_func,1,8.019050121307373,1877,580
exverus,4o,obfs,dafnybench,additional_dafnybench_program_503_compute_fib,1,13.29014801979065,2344,535
exverus,4o,obfs,dafnybench,additional_dafnybench_program_543_even,8,63.54087281227112,25226,5281
exverus,4o,obfs,dafnybench,additional_dafnybench_program_560_main_func,8,65.075852394104,20819,5074
exverus,4o,obfs,dafnybench,additional_dafnybench_program_280_main_,1,5.450514793395996,2059,434
exverus,4o,obfs,dafnybench,additional_dafnybench_program_359_deep_copy_seq,1,4.675362825393677,2184,412
exverus,4o,obfs,dafnybench,additional_dafnybench_program_006_main_func,1,4.6943488121032715,1960,416
exverus,4o,obfs,dafnybench,additional_dafnybench_program_115_main_func,1,4.864408493041992,1973,445
exverus,4o,obfs,dafnybench,additional_dafnybench_program_335_compute_fib,10,140.18737983703613,26517,6094
exverus,4o,obfs,dafnybench,additional_dafnybench_program_094_main,1,4.909870862960815,1790,382
exverus,4o,obfs,dafnybench,additional_dafnybench_program_397_contains,1,13.048560380935669,2659,632
exverus,4o,obfs,dafnybench,additional_dafnybench_program_562_f,1,15.12154769897461,3053,639
exverus,4o,obfs,dafnybench,additional_dafnybench_program_491_find_max,1,14.139096975326538,3059,631
exverus,4o,obfs,dafnybench,additional_dafnybench_program_331_main_func,1,5.027210712432861,2016,489
exverus,4o,obfs,dafnybench,additional_dafnybench_program_001_main,1,4.64567232131958,1978,431
exverus,4o,obfs,dafnybench,additional_dafnybench_program_456_deep_copy_seq,1,4.5402607917785645,2117,419
exverus,4o,obfs,dafnybench,additional_dafnybench_program_169_count_less_than,1,5.011964321136475,2031,390
exverus,4o,obfs,dafnybench,additional_dafnybench_program_471_compute_fusc,10,162.68087434768677,38405,7389
exverus,4o,obfs,dafnybench,additional_dafnybench_program_542_add_by_one,1,12.221742153167725,2302,559
exverus,4o,obfs,dafnybench,additional_dafnybench_program_431_main_,1,10.535247325897217,2176,476
exverus,4o,obfs,dafnybench,additional_dafnybench_program_527_main_func,1,5.583127021789551,1993,452
exverus,4o,obfs,dafnybench,additional_dafnybench_program_265_deep_copy_seq,1,9.842944860458374,2136,479
exverus,4o,obfs,dafnybench,additional_dafnybench_program_379_add_by_inc,1,6.709168910980225,2127,505
exverus,4o,obfs,dafnybench,additional_dafnybench_program_112_up_while_less,1,18.64267659187317,3488,812
exverus,4o,obfs,dafnybench,additional_dafnybench_program_119_sorted,18,182.78435564041138,53488,16001
exverus,4o,obfs,dafnybench,additional_dafnybench_program_208_ninety_one,1,11.128483772277832,2769,556
exverus,4o,obfs,dafnybench,additional_dafnybench_program_347_power2,7,47.08171105384827,14616,3484
exverus,4o,obfs,dafnybench,additional_dafnybench_program_348_compute_fib,5,30.504502058029175,9431,4081
exverus,4o,obfs,dafnybench,additional_dafnybench_program_153_main,1,4.820008993148804,1827,407
exverus,4o,obfs,dafnybench,additional_dafnybench_program_266_factorial,1,5.1924378871917725,2253,522
exverus,4o,obfs,dafnybench,additional_dafnybench_program_403_linear_search,1,4.762379884719849,2097,482
exverus,4o,obfs,dafnybench,additional_dafnybench_program_235_up_while_less,1,15.9510817527771,3352,728
exverus,4o,obfs,dafnybench,additional_dafnybench_program_023_main,1,4.602561712265015,1875,429
exverus,4o,obfs,dafnybench,additional_dafnybench_program_546_lucid_numbers,28,265.74943828582764,69805,31755
exverus,4o,obfs,dafnybench,additional_dafnybench_program_086_linear_search,1,12.489962100982666,2098,452
exverus,4o,obfs,dafnybench,additional_dafnybench_program_219_add_by_one,1,5.355579853057861,2166,443
exverus,4o,obfs,dafnybench,additional_dafnybench_program_547_linear_search,1,6.266911745071411,2080,498
exverus,4o,obfs,dafnybench,AVERAGE,4.90625,50.41230410337448,16199.828125,4190.984375
exverus,4o,obfs,obfuscated-verusbench,AVERAGE,22.826415094339623,343.9549765226976,119293.2679245283,26974.298113207547
